asin,name,brand,price,rating,total_ratings,file_source,ASIN,ASIN_origin,Amperage Capacity,Amperage Capacity_origin,Batteries Included?,Batteries Included?_origin,Batteries Required?,Batteries Required?_origin,Best Sellers Rank,Best Sellers Rank_origin,BestSellersRank,BestSellersRank_origin,Brand,Brand_origin,Brand Name,Brand Name_origin,Cable Length,Cable Length_origin,CableType,CableType_origin,Color,Color_origin,CompatibleDevices,CompatibleDevices_origin,Conductor_Count,Conductor_Count_origin,Connector Type,Connector Type_origin,ConnectorGender,ConnectorGender_origin,ConnectorType,ConnectorType_origin,Contact Material,Contact Material_origin,ContactMaterial,ContactMaterial_origin,Country of Origin,Country of Origin_origin,CountryofOrigin,CountryofOrigin_origin,Customer Reviews,Customer Reviews_origin,CustomerReviews,CustomerReviews_origin,Date First Available,Date First Available_origin,DateFirstAvailable,DateFirstAvailable_origin,Description,Description_origin,Ethernetcablecategory,Ethernetcablecategory_origin,Extension Length,Extension Length_origin,Finish,Finish_origin,Finish Type,Finish Type_origin,FinishType,FinishType_origin,Gauge,Gauge_origin,Global Trade Identification Number,Global Trade Identification Number_origin,Included Components,Included Components_origin,Included s,Included s_origin,InputCurrent,InputCurrent_origin,Installation Method,Installation Method_origin,InstallationType,InstallationType_origin,Insulation Material,Insulation Material_origin,InsulationMaterial,InsulationMaterial_origin,Is Discontinued By Manufacturer,Is Discontinued By Manufacturer_origin,IsDiscontinuedByManufacturer,IsDiscontinuedByManufacturer_origin,Item Dimensions  LxWxH,Item Dimensions  LxWxH_origin,Item Package Dimensions L x W x H,Item Package Dimensions L x W x H_origin,Item Package Quantity,Item Package Quantity_origin,Item Weight,Item Weight_origin,Item model number,Item model number_origin,ItemWeight,ItemWeight_origin,Itemmodelnumber,Itemmodelnumber_origin,Manufacturer,Manufacturer_origin,Material,Material_origin,Maximum Voltage,Maximum Voltage_origin,Measurement System,Measurement System_origin,Model Name,Model Name_origin,No. of wires,No. of wires_origin,No.ofwires,No.ofwires_origin,Number Of Pieces,Number Of Pieces_origin,Number of Cable Strands,Number of Cable Strands_origin,Number of Items,Number of Items_origin,NumberofCableStrands,NumberofCableStrands_origin,Package Dimensions,Package Dimensions_origin,Package Weight,Package Weight_origin,PackageDimensions,PackageDimensions_origin,Part Number,Part Number_origin,Pattern,Pattern_origin,Plug Format,Plug Format_origin,Power Source,Power Source_origin,Product Dimensions,Product Dimensions_origin,ProductDimensions,ProductDimensions_origin,Shape,Shape_origin,Size,Size_origin,Specification Met,Specification Met_origin,Stud Size,Stud Size_origin,StudSize,StudSize_origin,Style,Style_origin,Suggested Users,Suggested Users_origin,Switch Style,Switch Style_origin,Temperature Rating,Temperature Rating_origin,Terminal,Terminal_origin,UPC,UPC_origin,Unit Count,Unit Count_origin,Usage,Usage_origin,Voltage,Voltage_origin,Wattage,Wattage_origin,certification,certification_origin,color,color_origin,conductor,conductor_origin,current,current_origin,dimensions,dimensions_origin,gauge,gauge_origin,length,length_origin,material,material_origin,package_weight,package_weight_origin,strands,strands_origin,temperature,temperature_origin,variant_size,variant_size_origin,voltage,voltage_origin,voltage_rating,voltage_rating_origin,wire_count,wire_count_origin
B0CSW2L7RC,"22 Gauge Electrical Wire 8 Conductor, 22AWG 50FT Thermostat Wire PVC Stranded, 22/8 Low Voltage LED Cable, Flexible Extension Power Cord, Tinned Copper Cable Hookup Wire",YAMAWIROU,21.23,4.6,136.0,B0CSW2L7RC_product_details.json,B0CSW2L7RC,{'details_table': 'B0CSW2L7RC'},,,,,,,,,"#165,195inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#816inElectricalWire","{'details_table': '#165,195inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#816inElectricalWire'}",YAMAWIROU,{'overview': 'YAMAWIROU'},,,,,,,Black,{'overview': 'Black'},,,4,{'variant_info': '4'},,,,,,,,,,,,,China,{'details_table': 'China'},,,4.64.6outof5stars136ratings,{'details_table': '4.64.6outof5stars136ratings'},,,"January20,2024","{'details_table': 'January20,2024'}",,,,,,,,,,,,,22,"{'variant_info': '22', 'variants': '22'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAMAWIROU,{'details_table': 'YAMAWIROU'},Copper,{'overview': 'Copper'},,,,,,,,,,,,,,,,,8,{'overview': '8'},,,,,2x2x2inches;4.8ounces,{'details_table': '2x2x2inches;4.8ounces'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300Volts,{'overview': '300Volts'},,,flame retardant,{'features': 'flame retardant'},,,8,"{'from_the_manufacturer': '8', 'features': '8'}",5,{'features': '5'},,,22,"{'from_the_manufacturer': '22', 'features': '22'}",50,{'features': '50'},tinned copper,{'features': 'tinned copper'},,,,,,,50,{'features': '50'},300,{'features': '300'},,,,
B01MDKIL5N,YXQ 30AWG Wire Wrapping Wire PVC Coated Tin Plated Copper Wire Cable 305M White Coated Wire for DIY PCB Soldering,YXQ,7.99,4.4,116.0,B01MDKIL5N_product_details.json,B01MDKIL5N,{'details_table': 'B01MDKIL5N'},,,No,{'details_table': 'No'},No,{'details_table': 'No'},"#184,050 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #927 in Electrical Wire","{'details_table': '#184,050 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #927 in Electrical Wire'}",,,YXQ,"{'overview': 'YXQ', 'details_table': 'YXQ'}",,,,,,,White,"{'overview': 'White', 'details_table': 'White'}",,,,,,,,,,,,,,,,,,,"4.4  4.4 out of 5 stars    
    116 ratings   


 4.4 out of 5 stars",{'details_table': '4.4  4.4 out of 5 stars    \n    116 ratings   \n\n\n 4.4 out of 5 stars'},,,"October 11, 2016","{'details_table': 'October 11, 2016'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,{'details_table': 'No'},,,,,,,,,5.3 ounces,{'details_table': '5.3 ounces'},DGDQ00073,{'details_table': 'DGDQ00073'},,,,,YXQ,{'details_table': 'YXQ'},⚠️CONFLICT⚠️ Tin-plated Copper,"{'overview': 'Tin-platedCopper', 'details_table': 'Tin-plated Copper'}",,,,,,,1,{'details_table': '1'},1,{'overview': '1'},,,1,{'details_table': '1'},,,1,{'overview': '1'},4.84 x 3.43 x 1.5 inches,{'details_table': '4.84 x 3.43 x 1.5 inches'},,,,,LMT0519001,{'details_table': 'LMT0519001'},,,,,,,,,,,,,1000 Feet,{'details_table': '1000 Feet'},,,,,,,,,,,,,,,,,611553144952,{'details_table': '611553144952'},,,,,,,,,,,,,,,,,,,30,{'features': '30'},305,{'features': '305'},PVC,{'features': 'PVC'},153,{'features': '153'},,,,,305,{'features': '305'},,,,,,
B0C4GXNNBD,"Firmerst 18 Gauge 200 Feet 4 Conductor Tinned Copper Electrical Wire for Lighting, Speakers, Relays, Controllers",FIRMERST,73.99,4.7,336.0,B0C4GXNNBD_product_details.json,B0C4GXNNBD,{'details_table': 'B0C4GXNNBD'},,,,,,,,,"#43,912inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#233inElectricalWire","{'details_table': '#43,912inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#233inElectricalWire'}",FIRMERST,{'overview': 'FIRMERST'},,,,,,,,,,,2,{'variant_info': '2'},,,,,,,,,,,,,,,,,4.74.7outof5stars336ratings,{'details_table': '4.74.7outof5stars336ratings'},,,"May6,2023","{'details_table': 'May6,2023'}",,,,,,,,,,,,,⚠️CONFLICT⚠️ 16,"{'variant_info': '16', 'variants': '22'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDEW18G200FT4CBK-USA,{'details_table': 'MDEW18G200FT4CBK-USA'},FIRMERST,{'details_table': 'FIRMERST'},TinnedCopper,{'overview': 'TinnedCopper'},,,,,,,,,4,{'overview': '4'},,,,,,,MultiStrand,{'overview': 'MultiStrand'},,,,,,,,,,,,,,,,,2x1x2inches;11.77Pounds,{'details_table': '2x1x2inches;11.77Pounds'},,,,,,,,,,,,,,,,,,,,,,,,,,,300Volts,{'overview': '300Volts'},,,VW-1,{'features': 'VW-1'},,,4,"{'from_the_manufacturer': '4', 'features': '4'}",,,,,18,"{'from_the_manufacturer': '18', 'features': '18'}",200,{'features': '200'},⚠️CONFLICT⚠️ PVC,"{'from_the_manufacturer': 'PVC', 'features': 'Tinned copper'}",,,,,,,200,{'features': '200'},300,{'features': '300'},300,{'features': '300'},,
B07CWPTHYH,"40ft 18 AWG Gauge Electrical Wire, Premium DC 12V Hookup Red Black Copper Stranded Auto 2 Cord, Flexible Extension Cable with Spool for LED Ribbon Lamp Light or Low Voltage Products by MILAPEAK",MILAPEAK,11.89,4.6,457.0,B07CWPTHYH_product_details.json,B07CWPTHYH,{'details_table': 'B07CWPTHYH'},,,,,,,,,"#479,731inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#2,203inElectricalWire","{'details_table': '#479,731inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#2,203inElectricalWire'}",MILAPEAK,{'overview': 'MILAPEAK'},,,,,,,Black,{'overview': 'Black'},,,,,,,,,,,,,,,,,,,,,4.64.6outof5stars457ratings,{'details_table': '4.64.6outof5stars457ratings'},,,"May7,2018","{'details_table': 'May7,2018'}",,,,,,,,,,,,,18.00,{'overview': '18.00'},,,,,,,,,,,,,,,,,,,No,{'details_table': 'No'},,,,,,,,,,,,,MP-C002-05-097,{'details_table': 'MP-C002-05-097'},MILAPEAK,{'details_table': 'MILAPEAK'},Copper,{'overview': 'Copper'},,,,,,,,,,,,,,,,,2,{'overview': '2'},,,,,,,,,,,,,,,,,2.56x2.56x2.36inches;11.22ounces,{'details_table': '2.56x2.56x2.36inches;11.22ounces'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red,{'from_the_manufacturer': 'Red'},,,,,,,18,"{'from_the_manufacturer': '18', 'features': '18'}",⚠️CONFLICT⚠️ 50,"{'from_the_manufacturer': '50', 'features': '40'}",⚠️CONFLICT⚠️ Tinned Copper,"{'from_the_manufacturer': 'Tinned Copper', 'features': 'tinned copper'}",,,,,,,0.85,"{'from_the_manufacturer': '0.85', 'features': '0.85'}",12,{'from_the_manufacturer': '12'},,,,
B0B3H27JG2,"20 AWG PVC Electrical Wire,THUN-CT Electrical Wire Kit 6 Colors (23ft Each),Tinned Copper Wire, 20 Gauge Stranded Hook Up Wires Kit",THUN-CT,13.79,4.6,1521.0,B0B3H27JG2_product_details.json,B0B3H27JG2,{'details_table': 'B0B3H27JG2'},,,,,,,,,"#114,274inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#599inElectricalWire","{'details_table': '#114,274inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#599inElectricalWire'}",THUN-CT,{'overview': 'THUN-CT'},,,,,,,6Colors,{'overview': '6Colors'},,,,,,,,,,,,,,,,,China,{'details_table': 'China'},,,"4.64.6outof5stars1,521ratings","{'details_table': '4.64.6outof5stars1,521ratings'}",,,"April25,2023","{'details_table': 'April25,2023'}",,,,,,,,,,,,,⚠️CONFLICT⚠️ 20.0,"{'overview': '20.0', 'variant_info': '22', 'variants': '22'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THUN-CT,{'details_table': 'THUN-CT'},Copper,{'overview': 'Copper'},,,,,,,,,,,,,,,,,26,{'overview': '26'},,,,,7.09x5.98x0.94inches;14.89ounces,{'details_table': '7.09x5.98x0.94inches;14.89ounces'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,{'features': '20'},7,{'features': '7'},⚠️CONFLICT⚠️ Tinned copper,"{'from_the_manufacturer': 'Tinned copper', 'features': 'TINNED COPPER'}",,,26,{'features': '26'},,,⚠️CONFLICT⚠️ 0.10,"{'from_the_manufacturer': '0.10', 'features': '0.16'}",300,"{'from_the_manufacturer': '300', 'features': '300'}",,,,
B08R7ZT3C7,"Wirenco 8/2 Metal Clad (MC) Cable with Ground, Aluminum Armored, Stranded Copper Conductor (25Ft Cut)",wirenco,65.6,4.8,123.0,B08R7ZT3C7_product_details.json,B08R7ZT3C7,{'details_table': 'B08R7ZT3C7'},,,,,,,,,"#119,891inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#616inElectricalWire","{'details_table': '#119,891inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#616inElectricalWire'}",wirenco,{'overview': 'wirenco'},,,,,,,Aluminum,{'overview': 'Aluminum'},,,,,,,,,,,,,,,,,USA,{'details_table': 'USA'},,,4.84.8outof5stars123ratings,{'details_table': '4.84.8outof5stars123ratings'},,,"December23,2020","{'details_table': 'December23,2020'}",,,,,,,,,,,,,8.0,{'overview': '8.0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21272-#,{'details_table': '21272-#'},wirenco,{'details_table': 'wirenco'},Copper,{'overview': 'Copper'},,,,,,,,,,,,,,,,,19,{'overview': '19'},,,,,17.17x16.61x4.57inches;6.53Pounds,{'details_table': '17.17x16.61x4.57inches;6.53Pounds'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UL,{'features': 'UL'},,,,,55,{'features': '55'},,,,,,,ALUMINUM,{'features': 'ALUMINUM'},,,,,,,,,,,,,,
B08V4L3H2H,"Wirenco 12/2 NM-B, Non-Metallic, Sheathed Cable, Residential Indoor Wire, Equivalent to (100Ft Cut)",wirenco,82.26,4.7,309.0,B08V4L3H2H_product_details.json,B08V4L3H2H,{'details_table': 'B08V4L3H2H'},,,,,,,,,"#54,382inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#284inElectricalWire","{'details_table': '#54,382inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#284inElectricalWire'}",wirenco,{'overview': 'wirenco'},,,,,,,Yellow,{'overview': 'Yellow'},,,,,,,,,,,,,,,,,USA,{'details_table': 'USA'},,,4.74.7outof5stars309ratings,{'details_table': '4.74.7outof5stars309ratings'},,,"January25,2021","{'details_table': 'January25,2021'}",,,,,,,,,,,,,6.0,{'overview': '6.0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6215-#,{'details_table': '6215-#'},wirenco,{'details_table': 'wirenco'},Copper,{'overview': 'Copper'},,,,,,,,,,,,,,,,,1,{'overview': '1'},,,,,11.26x10.04x2.48inches;8.3Pounds,{'details_table': '11.26x10.04x2.48inches;8.3Pounds'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,{'features': '20'},,,12,{'features': '12'},,,Copper,{'features': 'Copper'},,,,,,,,,,,,,,
B083K5FQ3B,Southwire 9044SW8808 Range Power Cord; 4-Foot; 1/4-Inch Flanged Terminals; Flat Plug; Compatible With Most Standard Free Standing Electrical Ranges With A 4 Conductor Wall Outlet; 125/250-Volt; 50-Amp,Southwire,28.4,4.7,840.0,B083K5FQ3B_product_details.json,B002RL9JAW,{'details_table': 'B002RL9JAW'},50 Amps,{'details_table': '50 Amps'},No,{'details_table': 'No'},No,{'details_table': 'No'},"#89,527 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #197 in Electric Plugs","{'details_table': '#89,527 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement) #197 in Electric Plugs'}",,,Southwire,{'overview': 'Southwire'},,,,,,,Black/Yellow,"{'overview': 'Black/Yellow', 'details_table': 'Black/Yellow'}",,,,,,,Female-to-Male,{'overview': 'Female-to-Male'},,,,,,,China,{'details_table': 'China'},,,"4.7  4.7 out of 5 stars    
    840 ratings   


 4.7 out of 5 stars",{'details_table': '4.7  4.7 out of 5 stars    \n    840 ratings   \n\n\n 4.7 out of 5 stars'},,,"February 17, 2007","{'details_table': 'February 17, 2007'}",,,,,,,4',"{'details_table': ""4'""}",Brushed,{'details_table': 'Brushed'},,,,,,,,,Cord,{'details_table': 'Cord'},,,15Amps,{'overview': '15Amps'},,,,,,,,,Yes,{'details_table': 'Yes'},,,,,,,1,{'details_table': '1'},2.05 pounds,{'details_table': '2.05 pounds'},9044SW8808,{'details_table': '9044SW8808'},,,,,Coleman Cable,{'details_table': 'Coleman Cable'},Blend,{'details_table': 'Blend'},,,,,,,,,,,1,{'details_table': '1'},,,,,,,,,,,,,9044SW8808,{'details_table': '9044SW8808'},Power Cord,{'details_table': 'Power Cord'},4 PIN,{'details_table': '4 PIN'},ac,{'details_table': 'ac'},12 x 2 x 10 inches,{'details_table': '12 x 2 x 10 inches'},,,Rectangular,{'details_table': 'Rectangular'},4',"{'details_table': ""4'""}",,,,,,,4 Wire,{'details_table': '4 Wire'},,,(Old),{'details_table': '(Old)'},,,,,,,,,,,⚠️CONFLICT⚠️ 250 Volts,"{'overview': '250Volts', 'details_table': '250 Volts'}",12500.00,{'details_table': '12500.00'},UL,{'features': 'UL'},,,,,,,,,,,,,copper,{'features': 'copper'},,,,,,,,,,,,,,
B088RC5ZT3,"100FT 22AWG Electrical Wire, 22/2 Gauge Oxygen Free Copper 12V/24V DC Red Black Zip Cord Wire Parallel Extension Wire, LED Strip Lights Hookup Wire for Led Strips Single Color 3528 5050",AOTORUA,,4.6,409.0,B088RC5ZT3_product_details.json,B088RC5ZT3,{'details_table': 'B088RC5ZT3'},,,,,,,,,"#408,907inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,900inElectricalWire","{'details_table': '#408,907inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,900inElectricalWire'}",AOTORUA,{'overview': 'AOTORUA'},,,,,,,Red&Black,{'overview': 'Red&Black'},,,,,,,,,,,,,,,,,,,,,4.64.6outof5stars409ratings,{'details_table': '4.64.6outof5stars409ratings'},,,"May18,2020","{'details_table': 'May18,2020'}",,,,,,,,,,,,,22.0,{'overview': '22.0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aotorua,{'details_table': 'Aotorua'},Copper,{'overview': 'Copper'},,,,,,,,,,,,,,,,,25,{'overview': '25'},,,,,,,,,,,,,,,,,3.54x3.54x3.15inches;1.04Pounds,{'details_table': '3.54x3.54x3.15inches;1.04Pounds'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flame retardant,{'features': 'flame retardant'},Red,{'features': 'Red'},,,,,,,22,{'features': '22'},100,{'features': '100'},copper,{'features': 'copper'},,,25,{'features': '25'},,,0.13,{'features': '0.13'},12,{'features': '12'},,,,
B0C6F4LL7W,MECCANIXITY 18 Gauge Wire Silicone Wire 18AWG Electrical Wire Stranded Wire High Temperature Hookup Wire Tinned Copper Wire Black 15m/49.2ft for Car Model Manipulator Electric Appliances,MECCANIXITY,14.49,4.6,14.0,B0C6F4LL7W_product_details.json,B0C6F4LL7W,{'details_table': 'B0C6F4LL7W'},,,,,,,,,"#275,666inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,330inElectricalWire","{'details_table': '#275,666inTools&HomeImprovement(SeeTop100inTools&HomeImprovement)#1,330inElectricalWire'}",MECCANIXITY,{'overview': 'MECCANIXITY'},,,,,,,Black,{'overview': 'Black'},,,,,,,,,,,,,,,,,China,{'details_table': 'China'},,,4.64.6outof5stars14ratings,{'details_table': '4.64.6outof5stars14ratings'},,,"May26,2023","{'details_table': 'May26,2023'}",,,,,,,,,,,,,⚠️CONFLICT⚠️ 20,"{'variant_info': '20', 'variants': '30'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MECCANIXITY,{'details_table': 'MECCANIXITY'},Silicone,{'overview': 'Silicone'},,,,,,,,,,,,,,,,,MultiStrand,{'overview': 'MultiStrand'},,,,,5.51x4.02x1.85inches;6.53ounces,{'details_table': '5.51x4.02x1.85inches;6.53ounces'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600Volts,{'overview': '600Volts'},,,flame retardant,{'features': 'flame retardant'},,,,,,,,,,,15,{'features': '15'},⚠️CONFLICT⚠️ Silicone,"{'from_the_manufacturer': 'Silicone', 'features': 'silicone'}",,,,,200,{'features': '200'},15,{'features': '15'},600,{'features': '600'},,,,
